danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_uri,artist,track_uri,track_name,artist_genres
0.78,0.481,4,-8.222,0,0.229,0.0512,1.86e-05,0.22,0.45,94.98,spotify:artist:4n4zCY9a3RPMQImYFlKEGS,Roni,spotify:track:2xI9buqEnI5w6Pk5g8GBYc,No Romance,[]
0.734,0.686,5,-5.579,1,0.034,0.22,9.22e-05,0.191,0.289,144.971,spotify:artist:0pB13vFIa0nqYyuaGMGbB7,Kill the Party,spotify:track:54x8yoUzuVcbyUspwh2xs9,Todo sobra,['cuban electronic']
0.588,0.476,8,-13.437,1,0.79,0.355,4.03e-06,0.0969,0.245,93.914,spotify:artist:7jpQLK0mSpsZIYWLUTPXDX,Idk funus,spotify:track:2hnesrskyFXRR6YtGKMLgO,für dich,[]
0.737,0.464,9,-7.778,0,0.063,0.215,0.824,0.113,0.218,130.935,spotify:artist:0s55qBss5MHYMKxhIqJsSA,Provo,spotify:track:07JKXkeJ6A8jvQMok9vb8F,Patterns,[]
0.759,0.644,1,-8.075,0,0.351,0.0395,4.76e-06,0.305,0.571,91.838,spotify:artist:3NT7dZuo1xv8M1ENLOOqS5,24Dias,spotify:track:5VPo9Qt4aYDtdyZYnTWJMr,Schlüssfach,['swiss trap']
0.474,0.3,0,-11.591,1,0.0283,0.775,0.00235,0.167,0.283,179.928,spotify:artist:5ZskVCY6EY6YwT3EgbnUdT,Sala,spotify:track:0nj4QJtD4xPdWBnH1ODDfO,A volte,['indie folk italiano']
0.543,0.232,2,-13.527,0,0.0292,0.838,0.679,0.0924,0.27,118.74,spotify:artist:5WhBQCP5gLH4qqFNoVPVvC,Ambre Hammond,spotify:track:0RKMGGKYwRIO5gq0mGIMo7,O Grande Amor,['australian classical piano']
0.694,0.574,10,-11.726,0,0.202,0.599,5.08e-06,0.114,0.583,99.87,spotify:artist:4XYj6Xj0URf8o0kNS9zK5i,Lario Nowhere,spotify:track:6PR5hD3UhmPylCYye18Gco,J'laisse aller (Version acoustique),[]
0.703,0.558,10,-8.412,0,0.0451,0.127,0.698,0.0932,0.196,100.991,spotify:artist:2o4R6N5PvkjvOIVr6ONSQ3,Aka Thesaur,spotify:track:4Ntb22mpRtoQu57EngjVrJ,Leach,['macedonian indie']
0.496,0.792,4,-6.07,0,0.0764,3.77e-05,2.13e-05,0.116,0.791,149.909,spotify:artist:7DXjjWMjJhmGxy9oeQn7u4,We Are The Cosmos,spotify:track:0QxqJseJZqx09AyhPD6vuX,Shark,['novo rock gaucho']
0.956,0.329,4,-12.337,0,0.356,0.00636,2.82e-05,0.103,0.555,134.956,spotify:artist:5wsI5oQYCiEV3xS82JrU5K,Zuhaib Syed Zuhaibafh,spotify:track:7p2V2wisyn3xn00CT66s9K,Soft,[]
0.857,0.418,0,-10.241,0,0.239,0.0126,6.29e-05,0.135,0.0697,137.94,spotify:artist:5wsI5oQYCiEV3xS82JrU5K,Zuhaib Syed Zuhaibafh,spotify:track:0X2R345FjKzlB0dP9G0uLi,Zwannies,[]
0.736,0.701,7,-7.638,0,0.0327,0.0173,0.438,0.1,0.434,117.986,spotify:artist:23sggjv5xtKNDu1JOHs6jE,Alem DM,spotify:track:61DyJ78dfT6DAPHG8sQrWY,Sun Goes Down,[]
0.711,0.755,0,-5.938,0,0.178,0.135,0.0,0.0878,0.774,149.911,spotify:artist:7nfwBKWMnPY7FJZQwh1wq8,Stenfert,spotify:track:5tHElRX4SuTPoBOXI5kpmV,Miracle,[]
0.215,0.966,10,-3.836,1,0.0982,4.13e-06,0.403,0.201,0.194,119.976,spotify:artist:53rlYmhWilsLLL7u3wuwDP,Myria,spotify:track:3bSu8I3MXyjQ54UVGUGFaJ,God of Greed,['central american metal']
0.613,0.174,1,-14.361,1,0.221,0.882,0.000619,0.097,0.571,91.353,spotify:artist:70iSqDRhq1XwV3QzEqJtPJ,Diaz,spotify:track:55uY8qd9RU1HLSHi7SV0PV,Carência de Quarentena,[]
0.806,0.636,7,-9.915,0,0.181,0.686,0.0,0.131,0.511,110.007,spotify:artist:0UqveegWpIGk3jVnDK2q2w,Zehache 07,spotify:track:3M9qJSPnTaaUP1oCFuJ1lX,Vigila tus seis,[]
0.749,0.345,8,-13.268,1,0.362,0.0028,0.0,0.183,0.278,140.094,spotify:artist:7vmIK5ojMPXFFOCUFlHdIn,Dalienski,spotify:track:5qLujz8Qrle4k4ZvyzfVfA,Astronomie,[]
0.829,0.482,2,-8.738,1,0.421,0.00561,0.0,0.186,0.484,160.073,spotify:artist:1wx6i4idF9bXlaZlsO5If4,Vassallo,spotify:track:2HQGchHfgysG0hwqWmCmhW,Whistle,[]
0.445,0.797,1,-5.381,0,0.292,0.327,0.0,0.146,0.269,102.607,spotify:artist:2b18bPrgjzOeSNfLTpmPg1,Jahson,spotify:track:1BL4u2zgYh21bHOixPr6aa,Jah Striker,['traditional reggae']
0.558,0.838,2,-5.037,1,0.0436,0.0897,0.0,0.38,0.156,98.035,spotify:artist:2aljZatej8Ze5qNJcWickB,Ötekiler,spotify:track:1FnEPyv5oPsuTg9yY27JtA,Yataktan Sürünerek Çıkıyorum,[]
0.37,0.186,3,-12.012,1,0.0335,0.857,4.01e-06,0.0832,0.261,119.175,spotify:artist:6q7LawpDEsWj9RtMGdyDYf,Naynae Bradley,spotify:track:2E1q7nfcv1WDEOvuFuQzGn,letterfromthemoontothesun.,[]
0.647,0.577,11,-14.527,0,0.0326,0.379,0.000178,0.612,0.952,145.27,spotify:artist:61zcTZ9WrWmmQYL86z4nA1,Dra en banjo,spotify:track:3XTRH8YhcLYqYTCpURw3tm,It’s My Life,[]
0.535,0.886,5,-7.018,1,0.0356,0.0115,1.82e-05,0.0936,0.889,142.035,spotify:artist:3HTxHfZ5YzReAnMuMkA8H5,Gypsy Carns,spotify:track:4HbSS048vHhRhRYCpMyo9y,Praise Our Heavenly Father,[]
0.7,0.418,7,-13.688,1,0.46,0.0194,0.0,0.109,0.602,90.729,spotify:artist:45XfXZmus6SwsQjOcCj4G8,S Fiz,spotify:track:3wEuCRMOCI9EZEaUViacEu,Low Life,[]
0.374,0.814,0,-6.752,1,0.0465,0.00223,6.45e-05,0.184,0.608,154.771,spotify:artist:6Gkqwk1kMVhHffvxbM9XIQ,James Holkworth Conspiracy,spotify:track:66F1Wdtf2oxwDMAhO6rKnu,America (Double Standard),[]
0.787,0.708,8,-9.347,0,0.148,0.311,0.464,0.069,0.481,100.042,spotify:artist:06Gld88SWLznzM574fnnVh,леон чанба,spotify:track:1zawMHmRv16S89eTUzask7,заново,[]
0.548,0.873,2,-11.864,1,0.0435,0.00106,0.000292,0.36,0.752,105.037,spotify:artist:0HcgRw1ijMkR2wwFWNclJe,Punkat,spotify:track:0zs6LsVyTM5VHEJPYajfaB,Anthem,['turkish punk']
0.592,0.706,10,-5.621,1,0.247,0.537,0.0,0.13,0.486,169.806,spotify:artist:1rVdUe7KBJuuVJLtjwD5UQ,Palé,spotify:track:73hyitSQgJ41kPJZ1LIFdz,Canción Cliché,['indie hidrocalido']
0.507,0.441,4,-10.475,0,0.0859,0.277,8.28e-05,0.154,0.763,204.114,spotify:artist:6voePyhdMbK8ykYAUTBdQj,Ris3,spotify:track:7yMszqth75xJJcDaW0c41D,Sorsom Vagy,[]
0.68,0.658,2,-6.273,1,0.315,0.741,0.0,0.32,0.429,140.789,spotify:artist:59BG9lcmyGg7VWC9V5fTuD,Tonyyymon,spotify:track:7tpfcmkhbBGL37OwENXrpe,Grime de Vila,[]
0.711,0.784,10,-6.364,0,0.261,0.164,0.239,0.135,0.766,80.077,spotify:artist:6GtUWjP9WaIfNSRkg9xBpZ,Play Tc,spotify:track:2xjmRfpGoO2tDm1TpyHZgx,God Damn,[]
0.627,0.587,0,-7.587,0,0.38,0.294,1.55e-06,0.201,0.489,167.95,spotify:artist:6Yo6T1fghvuURmBAPkPe5z,Bentality,spotify:track:5jF3aldy3t6pklNdiv0U93,Round 'n round,[]
0.651,0.791,0,-6.191,0,0.0671,0.0697,0.0,0.0709,0.734,145.002,spotify:artist:1WI5pZRSGg36mOAb3PFijG,iCONE,spotify:track:1z35W0NhiFHcGdzDltdaCO,#ura,[]
0.665,0.829,0,-5.615,1,0.413,0.0795,0.0,0.0725,0.523,173.982,spotify:artist:6MTMJNXdr0pNZn1ZVL7lTF,MDK - MochDaKopf,spotify:track:0pmfWvlVbt1OdDw8RYCvOS,Fundament,[]
0.629,0.3,7,-10.027,1,0.0284,0.691,0.0,0.131,0.232,127.509,spotify:artist:32JSwUEznRbj6mlC577ZdL,Rodrigo Arreola,spotify:track:3DgaxvyckVS6vsXM7dPTua,Intentar,[]
0.581,0.903,11,-7.691,0,0.439,0.394,0.0,0.225,0.783,85.241,spotify:artist:0eUExv5A9LbsXh8C65RP2x,Dangafield,spotify:track:2FgYaSejl8OPtMm1oyPNAD,What U See What U Get,[]
0.593,0.171,2,-14.741,0,0.0302,0.897,0.0,0.117,0.176,103.794,spotify:artist:0kX42vfUtsLC7URKiKsNKq,görkem aygün,spotify:track:1Uu1LV4gSveyyL6IXicBci,Aras Aras Han Aras,[]
0.666,0.335,7,-9.875,1,0.0861,0.826,0.0,0.122,0.223,111.64,spotify:artist:28OXLVJqKT8ArLegYz91qa,педиф,spotify:track:1SR5rtUAzQ0FZ8I803mtvC,о друге,[]
0.516,0.648,8,-9.91,1,0.0508,0.0871,0.028,0.632,0.478,77.488,spotify:artist:4SIQpYq06fv4XNNn8mRyqc,Олег Гаркуша,spotify:track:1DiwE9EZhgCoPC2yVFbQik,Изменилось,[]
0.805,0.492,10,-11.135,1,0.0929,0.78,2.49e-06,0.0938,0.841,102.202,spotify:artist:6PMGpx0S3eCUpd95Ip9zpa,Giulio Cantore,spotify:track:4E6czWlh4Hje1B1PIsUzEc,Eco e Narciso,[]
0.889,0.542,6,-8.362,1,0.0882,0.252,1.32e-05,0.0854,0.709,103.999,spotify:artist:2uTWV6oGqSVXn55pSVSTAB,DU:AL,spotify:track:6RgoN3h0bHH1BAc9r3eOcs,Hele Vejen,[]
0.448,0.979,0,-3.868,1,0.0597,1.09e-05,0.0108,0.0325,0.657,135.056,spotify:artist:42RTZ2sSvtQ2BkzbOT29SX,Akritud,spotify:track:6yYyVMPz5rFTYDejqRyxcz,Dale de Comer al Monstruo,[]
0.583,0.308,6,-12.694,0,0.0786,0.516,0.000169,0.0897,0.536,181.696,spotify:artist:1zTGrxoevfvvBVKSdPHot8,Pedro Peres,spotify:track:3FrInm5cqFUUA8QdO8ykMF,Be Mine,['portuguese indie']
0.572,0.361,9,-14.841,0,0.122,0.00846,0.000204,0.0868,0.157,174.104,spotify:artist:5bKsHkFCaEoGWV58dGkvS1,Amanito,spotify:track:0KB2RNJqvnO4KyxxrXhmlZ,Guns n Roses,[]
0.594,0.647,5,-7.01,0,0.564,0.295,0.0,0.0851,0.301,74.483,spotify:artist:4M7Pf8lFI8kK1sawvRXNSp,Splinta823,spotify:track:03uj3faQHBMxzz5XVkEjGA,Krieger des Lichts,['cologne hip hop']
0.775,0.532,5,-6.868,0,0.0899,0.0361,6.95e-05,0.147,0.494,137.873,spotify:artist:0I13lICRFvxtXPuBcfsXlt,Racine,spotify:track:2KJGwGPHltuidlH27obwi4,2nd Chance,[]
0.284,0.976,8,-5.012,1,0.139,7.66e-06,0.266,0.247,0.422,103.101,spotify:artist:5NazxCZPdXmiNmDzds3TOs,Incinerate,spotify:track:3mvMFEbJ7koetGgGceC6hG,Human Demise Ritual,['belgian death metal']
0.753,0.43,9,-8.977,0,0.0304,0.423,0.000641,0.0838,0.254,118.078,spotify:artist:7I99JJY2qurW9MFwToWv8Z,The Comb,spotify:track:73fJpMRknQndaoK6fUNu2P,Shiver,[]
0.399,0.391,2,-11.601,0,0.0321,0.845,0.0183,0.161,0.0568,115.187,spotify:artist:3LBBmDfo2A53yvQut11Qjq,Psiconautas,spotify:track:3JTV2pNytc2I0MndjC2LZt,¿Quién Decidió el Día?,['puerto rican rock']
0.942,0.519,11,-10.412,0,0.265,0.092,0.0,0.344,0.497,102.949,spotify:artist:4iH3UzxBrjcRLFvK86DENY,Clayton Cooper,spotify:track:6CvyUoCWPNdvotVq1NW3gc,Too Many Times,['irish drill']
0.532,0.991,7,-3.482,1,0.111,5.74e-05,0.617,0.0631,0.0736,119.99,spotify:artist:60xDTJURRJdMwpW1xNQGSQ,Mythos,spotify:track:7Dqfm4fHTkGTNm58E7pR9e,"Titanomakhia, Pt. 2",['african metal']
0.546,0.518,11,-9.879,0,0.274,0.128,1.14e-06,0.0855,0.345,103.113,spotify:artist:4uAoxHS1E4Hd8KCH8m9aaP,Dote,spotify:track:3WgZEKJDmmeTLA67jqja4l,Pull Up,[]
0.83,0.569,11,-9.475,0,0.16,0.0593,1.52e-05,0.12,0.58,130.011,spotify:artist:1AhFSgOEjQfiIgX5ApbMTP,44Acht,spotify:track:1aAO8ZsTDffkEWMc5oEuI8,Fireabend,[]
0.608,0.745,4,-6.013,0,0.0256,0.0821,0.0523,0.104,0.603,132.068,spotify:artist:5KgzaNb3o1menfg8wezy75,EraBatera,spotify:track:5iRLKxh4MnQHcuH96qeuAd,Orbela,['euskal indie']
0.512,0.154,11,-10.82,1,0.0472,0.818,3.44e-05,0.108,0.0909,80.306,spotify:artist:0TaSwQrlaAqZSjXOgSvLRV,Revery,spotify:track:2vWu5BPyKISQ6IPB25Ppoj,Movies To Watch,[]
0.258,0.771,1,-12.717,0,0.121,0.00423,0.193,0.245,0.142,175.03,spotify:artist:3ChsYixtF4Q9GQBP0sI3SD,Quiet Kid & the Speakers,spotify:track:5hCfTU3nHbJTKDMKxgq1Hq,Black Tangerine,[]
0.696,0.862,2,-5.829,1,0.0587,0.394,1.99e-06,0.187,0.338,92.006,spotify:artist:2rRHj8NjPvQTNd0pu6NkXh,El Siervo,spotify:track:6rOTMcxRLOrlseSFU70WGW,My Best Friend,['spanish reggae']
0.75,0.581,9,-11.14,0,0.0542,0.0551,0.00148,0.0972,0.369,128.024,spotify:artist:2ZiBkc2lEFsObWvm2igz1m,KKKONI,spotify:track:14Y97QhseFcr1hBR2xhsDc,Wein,[]
0.637,0.244,10,-20.327,1,0.336,0.0252,3.61e-06,0.0858,0.329,147.097,spotify:artist:34WDV5XH8EGDSeFy0I673k,Diesel,spotify:track:0yRxIDqgX0LMkBZdCtKpv9,In The Air,[]
0.811,0.533,1,-7.532,1,0.271,0.0756,0.00803,0.0587,0.473,156.972,spotify:artist:1zkOfe3xdHpZ95dUOlzpIT,toxiic OG,spotify:track:4QPoKbp9aKCL4eWaWjZ94F,Große Augen,[]
0.547,0.896,4,-5.031,1,0.0447,0.0313,0.000448,0.36,0.682,126.089,spotify:artist:5YBP7yG3WpvaUCYVgBz5WK,WestJamnation,spotify:track:62pmPkz8nEXJz3qzMoso1u,Stay,[]
0.62,0.252,0,-15.016,1,0.0301,0.0554,0.0458,0.107,0.403,90.049,spotify:artist:5RM5wzAGjhbUhSY8SWuYwg,The Gracious Losers,spotify:track:4cZ0VLQAqbBRKXWnOnH6ou,Loath to Leave,['scottish americana']
0.536,0.15,9,-10.163,1,0.0392,0.548,0.000382,0.12,0.211,119.182,spotify:artist:2UTXFJroj5cYXX4Wo8HSIJ,Drugos,spotify:track:0m2sFnv4nXnFd9WoECQGYH,Pelos de Gato - El Sótano,[]
0.559,0.201,8,-11.508,1,0.0336,0.934,0.00259,0.114,0.163,145.781,spotify:artist:3v8yIWJ5F0r8iwfYjY3mvM,עלמה קלברמן,spotify:track:3hjV2HpTnvqczlhufFs7KI,Mr. Postman,[]
0.741,0.743,11,-8.554,1,0.062,0.13,0.00804,0.104,0.253,105.951,spotify:artist:0mSQjrnWsRtFGT4Xscx4E2,Sci-Fi River,spotify:track:4HG9BzC7ZkYbqdb8F9OazI,NH3,[]
0.776,0.697,6,-8.324,1,0.131,0.00278,1.14e-05,0.139,0.494,95.075,spotify:artist:5qghQL6eT32IAuqe7LynBQ,Стоимость проезда,spotify:track:1nTsqtRjBb9NDHRvwnFwPo,паралич,[]
0.773,0.784,0,-7.099,0,0.107,0.000318,0.094,0.229,0.527,110.007,spotify:artist:7bjN5YHVJdoMn3WLi10tNk,Patricktor4,spotify:track:73iUDCSPVuZKry4MKff61g,Sou como eu quiser,['nova musica pernambucana']
0.811,0.566,5,-11.73,0,0.0628,0.455,0.472,0.111,0.762,119.987,spotify:artist:782rxMcSAzpMZdWeNIJTeU,Paulina Viroga,spotify:track:4mEqB8cyGmrSQFWmKniGRE,La Respuesta,[]
0.61,0.926,1,-3.458,1,0.364,0.273,0.0,0.185,0.48,85.005,spotify:artist:2Snw300qBNLVoPSPUq4PrW,Thunder,spotify:track:7EBaiW4VjmBcPHYhVALNhd,iDUB MOM,[]
0.595,0.939,10,-3.173,0,0.502,0.209,0.0,0.123,0.632,96.12,spotify:artist:2Snw300qBNLVoPSPUq4PrW,Thunder,spotify:track:0EowiyHlfjcjX28x0oYvwo,RED SOLO CUP,[]
0.792,0.371,6,-11.812,0,0.0556,0.526,1.7e-06,0.187,0.97,159.956,spotify:artist:4mgIQEuhWQHzbbFRiFQbYU,Camel's Drop,spotify:track:54BvXThFk7sSqMIhOCr6Dh,Superspreader,[]
0.741,0.826,4,-5.85,0,0.0454,0.543,0.0833,0.101,0.494,96.017,spotify:artist:0lvB7Vg12cHWhscdNzuu2Z,Maria Jetchu & Cousins,spotify:track:7zFp8XXnkdgJDDS3DeNciw,Toma,[]
0.73,0.742,0,-7.411,1,0.312,0.266,0.0192,0.0956,0.512,75.045,spotify:artist:1lahcsxhUM699oViDefhM1,Augustin,spotify:track:58ggshBCXbJfXpUp86EI5D,Backspace,[]
0.627,0.773,7,-6.682,0,0.041,0.0546,0.0,0.467,0.619,130.017,spotify:artist:6k4UOmEpXrrn1NG0hcpSqD,Bravo Zulu,spotify:track:6YtwOKXSD3mNDYPkVEHuqR,Huzur Arıyoruz,[]
0.567,0.495,7,-5.74,1,0.157,0.0148,1.23e-05,0.0661,0.135,139.174,spotify:artist:7KyJfJ6SLEfgGqfu8IzyUB,SHAYNA,spotify:track:1gdaG1s0HxiALsm3KkfZlb,Alchemy,['nz pop']
0.555,0.871,0,-6.207,1,0.0287,0.00235,0.000267,0.135,0.756,165.042,spotify:artist:33HrgMHLXpIPQoLMkwMhVd,"Dr Livingstone, supongo",spotify:track:51WNVbrOlo93vRCAVZ0eY2,Tú Como Yo,['spanish new wave']
0.738,0.299,3,-12.035,0,0.0635,0.492,2.66e-06,0.116,0.318,113.019,spotify:artist:6SSAq6Rq0cckgux4luzPdc,Shanti Arielle,spotify:track:00aoHXWOSZI6gfem3ufWjh,Drip On You,[]
0.722,0.527,8,-8.518,1,0.0684,0.0452,1e-05,0.0667,0.462,97.006,spotify:artist:5zNpx7zPP29KJxiu0ilK0R,Diva,spotify:track:6RxJaeReMeVZOQSmDFEkVZ,Galata,[]
0.562,0.664,9,-6.546,1,0.0288,0.0156,0.849,0.707,0.322,96.987,spotify:artist:0V8QouVflUb6TKeAVEWtXk,aifheli,spotify:track:4wVdniZYImVfVqWQV6pXOl,something,[]
0.892,0.287,1,-13.345,1,0.12,0.52,0.0185,0.1,0.161,134.03,spotify:artist:6LxaJcgjXCyn8nLXBrbOEi,BLNVINZ,spotify:track:5Pwp2pxdxNXra0rEbiljih,Kalt,[]
0.502,0.384,11,-14.639,1,0.0334,0.75,0.044,0.113,0.311,167.68,spotify:artist:2INN7bOIcOh7hL8PAFOThh,האחים בן עזרא,spotify:track:6rDtJHpSAohpvxu7OCCBT6,יער,[]
0.708,0.367,11,-14.726,0,0.105,0.448,0.035,0.105,0.211,103.965,spotify:artist:05A7ZSCeg9aVwTDqH54f0m,tventytventy,spotify:track:0gmxhBEb9dSILguxRFPY2v,Amor,[]
0.542,0.604,2,-9.508,1,0.17,0.341,1.37e-06,0.326,0.148,176.262,spotify:artist:4Tv8pHpsVQLVMqKtKcqGdX,Arlo Maverick,spotify:track:1TM3zuqK5EgK9mSxpvdxOF,Hashtag,['alberta hip hop']
0.453,0.551,10,-7.155,0,0.0624,0.828,0.00017,0.52,0.338,150.15,spotify:artist:3bTmZ7uNtSsNcpAFhks4MY,Dxlay,spotify:track:2IlsnjLTBlxrE8f8Lc0AwB,Ik Vaari Hor,[]
0.832,0.66,1,-6.864,1,0.364,0.326,0.0,0.0989,0.761,147.145,spotify:artist:7khLdY4YdjnnB7gDokutWJ,Lyphik,spotify:track:7jihHjJJ9UmCT7Q5TbGLzl,Bdmw,[]
0.836,0.817,6,-6.11,0,0.0525,0.109,0.0,0.0987,0.732,135.923,spotify:artist:1RvXAebfcz0j4qID6exhOX,LEVANI,spotify:track:1jzirPEtmcoAIJ7tSPutOr,Кутюр,[]
0.807,0.796,8,-5.288,1,0.246,0.118,0.0,0.0903,0.511,115.996,spotify:artist:2q63nh8sVU1S8x2Bas8mHC,Walemflash,spotify:track:2xJkgTZWJ4MvYu26Nk8tSs,Anesthésie Générale,[]
0.835,0.954,8,-3.66,1,0.0838,0.122,0.000322,0.344,0.771,109.997,spotify:artist:4rpYE8kCJVH58UOs3RJ4hs,Prakash Mali Mehandwas,spotify:track:5d3EondNmySK80VGuWQJsO,Thari Sogan Kanudo Badmash Re,['rajasthani pop']
0.703,0.753,0,-3.455,0,0.0561,0.0682,1.83e-06,0.0855,0.714,93.002,spotify:artist:6qanvv2o70tdY8cx2tmsFU,Dani MDR,spotify:track:12UXJWqp63U9zL2NmR52pS,A Medias,[]
0.564,0.78,5,-6.517,0,0.0323,0.198,0.000293,0.266,0.619,138.083,spotify:artist:1rOhNhBbZMIU6oqPKQp1vM,Aeons,spotify:track:5t6HU1esLfMx43hCh2weqP,Smile,[]
0.808,0.596,1,-13.116,1,0.326,0.21,0.0,0.35,0.879,179.96,spotify:artist:33tE9u7eb4vjKhZ05OKxfV,Judio,spotify:track:1RysHo2lzqTmj89mAZZsg6,DESACATA',[]
0.602,0.47,2,-9.365,1,0.0368,0.000119,0.813,0.182,0.291,129.974,spotify:artist:4z9hc4PVQwWxsgEIMvboON,Beat. Makes,spotify:track:6vMuU7zGzwOxzqRxu5D5Wz,i trap,[]
0.791,0.311,9,-13.902,0,0.0286,0.721,0.965,0.0955,0.274,80.057,spotify:artist:4z9hc4PVQwWxsgEIMvboON,Beat. Makes,spotify:track:4FDWPo9EbVMBhKviAWLTE5,LOFI@#,[]
0.849,0.626,5,-8.632,1,0.308,0.205,0.0,0.105,0.491,155.067,spotify:artist:587BaVVWBffEh88nBPFryv,Blekis,spotify:track:2FiUqwiDaa8Au75GrRurdb,Nestačí,[]
0.818,0.578,0,-10.383,1,0.111,0.254,0.000112,0.0642,0.938,135.044,spotify:artist:73eKkA8rhAGImQLSlvnbSU,Puiu Fagarasanu,spotify:track:1v2UH69O1zoEbOFUw7p9KM,"Parintii Mei, Cand Eram Mic Am Visat",[]
0.713,0.445,4,-11.588,0,0.155,0.319,0.0,0.568,0.318,150.049,spotify:artist:7bgcmZOHdCpmDHAE6ZJltg,Couli B,spotify:track:5ea6ar2jByNyLt23lU6kJh,22,[]
0.806,0.452,10,-9.529,0,0.259,0.182,0.00012,0.0951,0.756,96.036,spotify:artist:11qHi8DRKDUwYIJ8AQIU5S,Santos Da Hora (SDH),spotify:track:69gRsT5ODOCZUIny5sdpy9,Marra - HOE DAN,[]
0.825,0.473,0,-8.001,0,0.496,0.792,0.0,0.101,0.392,128.044,spotify:artist:1eXXCUkwhu0MRLTamWEgXE,Oskoow,spotify:track:7H1ew3Crspf8mcFXUmvh3l,Boston Celtics,[]
0.38,0.671,6,-7.792,1,0.0357,0.000805,0.00148,0.319,0.158,131.908,spotify:artist:1k05bq0TyZKLdYQivkcROz,I Am Lono,spotify:track:2kS7qN9nAOZ9lOG86XrDff,UNIT 45,['nottingham indie']
0.805,0.508,9,-11.146,1,0.4,0.27,0.0,0.172,0.617,142.069,spotify:artist:3XkmZ5m3s4VpryFthTTM87,INK,spotify:track:6d0gCD3S5oqi7PftpbWKZA,Drill Kill,[]
0.623,0.584,6,-4.771,0,0.061,0.697,0.0721,0.123,0.743,137.172,spotify:artist:4tfg9jdi2KkLriAxLsK9Z2,JaDior,spotify:track:2ATaUZKnuooY0meLJpeCAj,Madame,[]
0.578,0.468,4,-12.487,0,0.0373,0.042,0.0,0.275,0.266,142.069,spotify:artist:6G6I6antIaMgsrtjgURuB8,CAH.Ú,spotify:track:2l3GCYJL3wCqoRfBDt2rnG,Bailarina,[]
0.531,0.527,2,-12.933,1,0.117,0.0353,0.0,0.239,0.472,174.976,spotify:artist:24FWvQ1pB5THmUJyGy1vNE,Richard Pelland,spotify:track:23T147EYAKYhbr8cFBlSln,Par en dedans,[]
0.534,0.797,2,-7.166,1,0.0797,0.0537,0.0,0.178,0.185,136.007,spotify:artist:00QErLl0ThLVfTDFPsp76j,Davi$ Flexx,spotify:track:2BzG385mZH54vpEySRzMUT,Digital Dash,[]
0.609,0.942,5,-10.542,0,0.0812,0.0032,0.189,0.276,0.0362,99.958,spotify:artist:5A38cQhXyLUfW6ou8W9DnC,Kalbo,spotify:track:3FfiBeaqBNf3fUYFc6iKw3,Les Enfants Oubliés,[]
0.48,0.545,7,-9.491,0,0.16,0.479,1.55e-06,0.114,0.142,84.364,spotify:artist:5ViUcXZfcIbfc4Yixf8fOX,Narkush,spotify:track:1a33X9Ybaupsl4X734zump,TREXW,[]
0.77,0.881,7,-6.474,1,0.0332,0.107,1.52e-06,0.148,0.961,119.883,spotify:artist:0nTJymvQT6vS7GVNFSeStx,Johnny Sanders,spotify:track:4a34qO89ukT4BQCDvDVsAA,Islands in the Stream,[]
0.534,0.799,4,-8.455,0,0.0275,0.00605,0.0212,0.32,0.443,130.037,spotify:artist:265ZhG6Fy8c2GX9iUUlhx5,Vertigo,spotify:track:6ONJRXt5vyMcPLS4b4Vlpd,Firebird,['chennai indie']
0.301,0.654,8,-6.812,1,0.0294,0.00494,0.542,0.162,0.0732,158.848,spotify:artist:0swacAR9Xpo3dRONHc60Kr,Żurawie,spotify:track:1O6VKZzB1bKShskIwJ3KDE,Balkony,[]
0.788,0.652,10,-6.84,0,0.226,0.0531,0.0,0.352,0.521,96.102,spotify:artist:2g1ric9RqQgW2gI5pYTLiV,Pammi,spotify:track:7kXnKGlVdhLhQZ1qtyPurj,Haq Lena,[]
0.658,0.694,9,-6.838,1,0.041,0.0171,0.0,0.139,0.317,110.019,spotify:artist:3bzy17fGuRYMtTyTP6CzcW,Decline,spotify:track:26Mx95gEtbIdk9E1Qfnlac,Poison,[]
0.743,0.521,0,-12.027,0,0.0958,0.935,0.15,0.142,0.461,119.991,spotify:artist:571xwvqy3QVsBY33tZebMi,Marco Z,spotify:track:6DFE9MFZe1Ex0CGvmxTBX2,Arguably,[]
0.434,0.252,0,-20.97,1,0.125,0.695,3.59e-06,0.379,0.363,126.953,spotify:artist:3zEDmXqTTSBU6mqf65TN7K,Panser Kone,spotify:track:5y0tB8Vj9NijA27c63rdyI,Moth Life,[]
0.439,0.61,1,-10.096,1,0.0571,0.00349,0.87,0.316,0.172,145.142,spotify:artist:2oT9LKmddTQnPCEfbJH935,delay_ok,spotify:track:6pBCGnm85oXNA1ao7yg6Hb,Ya Tano,[]
0.544,0.989,6,-5.79,1,0.239,0.0932,0.517,0.103,0.0758,154.96,spotify:artist:0oQaiyfmVmFJTDfdXvxE4K,Teleraptor,spotify:track:0aPmIzCJbqxQKsEGcBO8Rm,Pause Dallas (Pierre Le Disque Jockey Remix),[]
0.748,0.379,4,-12.829,1,0.0508,0.697,0.00115,0.185,0.681,84.227,spotify:artist:0JmASIaVqYzt32lEogr6t5,Calote,spotify:track:3xTPxbL8YL0YR8c16ivqMY,Calote Com Vida #2: Quando Sorriu pra Mim,[]
